timestamp,ear,mar,blink_count,drowsy,yawn,liveness_ok
2025-08-12T13:34:01.843140,0.269,0.017,27,1,0,1
2025-08-12T13:34:02.883390,0.331,0.002,27,0,0,1
2025-08-12T13:34:03.909281,0.210,0.007,28,0,0,1
2025-08-12T13:34:04.951823,0.322,0.013,29,0,0,1
2025-08-12T13:34:05.960838,0.333,0.016,29,0,0,1
2025-08-12T13:34:06.994799,0.295,0.032,29,0,0,1
2025-08-12T13:34:08.026068,0.314,0.003,29,0,0,1
2025-08-12T13:34:09.044345,0.333,0.004,29,0,0,0
2025-08-12T13:34:10.076126,0.305,0.003,29,0,0,1
2025-08-12T13:34:11.090920,0.339,0.004,29,0,0,1
2025-08-12T13:34:12.088588,0.309,0.027,29,0,0,1
2025-08-12T13:34:13.111461,0.248,0.014,29,0,0,1
2025-08-12T13:34:14.113575,0.198,0.007,29,0,0,0
2025-08-12T13:34:15.140744,0.321,0.016,29,0,0,1
2025-08-12T13:34:16.148602,0.336,0.025,29,0,0,0
2025-08-12T13:34:17.185716,0.331,0.039,29,0,0,0
2025-08-12T13:34:18.192633,0.328,0.034,29,0,0,0
2025-08-12T13:34:19.222454,0.203,0.030,29,1,0,1
2025-08-12T13:34:20.231802,0.325,0.033,29,0,0,1
2025-08-12T13:34:21.246863,0.323,0.021,29,0,0,0
2025-08-12T13:34:22.277537,0.245,0.016,29,0,0,1
2025-08-12T13:34:23.301344,0.324,0.007,29,0,0,1
2025-08-12T13:34:24.313302,0.325,0.007,29,0,0,1
2025-08-12T13:34:25.331722,0.336,0.029,29,0,0,1
2025-08-12T13:34:26.373037,0.330,0.004,29,0,0,0
2025-08-12T13:34:27.376645,0.257,0.008,29,0,0,1
2025-08-12T13:34:28.409411,0.314,0.002,29,0,0,1
2025-08-12T13:34:29.424368,0.308,0.001,29,0,0,0
